date	bin	turnover	price
20140103	11	2096822	175.6338
20140103	12	1284002	175.7394
20140103	13	1880651	175.8163
20140103	14	1339739	175.7394
20140103	15	1023063	175.7490
20140103	16	1481125	175.7490
20140103	17	1231264	175.6433
20140103	18	726927	175.7009
20140103	19	1302956	175.7682
20140103	20	806591	175.7826
20140103	21	2001890	175.9220
20140103	22	3147902	176.0565
20140103	23	3248595	176.2679
20140103	24	2458892	176.2103
20140103	25	3603950	176.0469
20140103	26	9798346	175.7538
20140106	1	6702761	175.7298
20140106	2	3885328	175.8451
20140106	3	4703706	175.7010
20140106	4	3032037	175.8739
20140106	5	2573661	175.7105
20140106	6	2855804	175.4415
20140106	7	2608198	175.3165
20140106	8	5146928	175.1772
20140106	9	2082353	175.0955
20140106	10	2028544	175.2589
20140106	11	1713091	175.2301
20140106	12	1194109	175.1916
20140106	13	1845050	175.1147
20140106	14	1383425	175.2589
20140106	15	1272421	175.1724
20140106	16	1505613	175.2300
20140106	17	1385012	175.2598
20140106	18	2861046	175.5664
20140106	19	1778410	175.5664
20140106	20	2172787	175.5183
20140106	21	2025049	175.7105
20140106	22	2682440	175.7202
20140106	23	3183646	175.6433
20140106	24	1813707	175.6529
20140106	25	3278045	175.4943
20140106	26	11749269	175.2685
20140107	1	9647865	176.1142
20140107	2	4567604	176.3544
20140107	3	3778930	176.3736
20140107	4	3307912	176.4025
20140107	5	3130942	176.5899
20140107	6	2287294	176.4745
20140107	7	1636123	176.4313
20140107	8	1464481	176.3256
20140107	9	1234757	176.3447
20140107	10	1747863	176.2535
20140107	11	1244521	176.2055
20140107	12	949165	176.2823
20140107	13	1557540	176.3736
20140107	14	1487896	176.4312
20140107	15	1058861	176.4025
20140107	16	625866	176.4025
20140107	17	1310111	176.4601
20140107	18	1839683	176.2007
20140107	19	3385677	176.0661
20140107	20	2173013	176.2343
20140107	21	2354001	176.3477
20140107	22	1091872	176.3352
20140107	23	1658847	176.3823
20140107	24	1563547	176.4409
20140107	25	4479729	176.5274
20140107	26	8658267	176.3352
20140108	1	4087626	176.2871
20140108	2	5772758	176.0757
20140108	3	4159192	176.2007
20140108	4	3627724	176.5274
20140108	5	2835034	176.4601
20140108	6	2852588	176.4313
20140108	7	2815700	176.2703
20140108	8	2083060	176.2968
20140108	9	2512784	176.5466
20140108	10	981933	176.5370
20140108	11	886034	176.4217
20140108	12	1097873	176.3929
20140108	13	2497407	176.3256
20140108	14	1320467	176.3160
20140108	15	2151880	176.4505
20140108	16	1643488	176.3304
20140108	17	1667492	176.2968
20140108	18	1654454	176.4217
20140108	19	7151290	176.2871
20140108	20	3179265	176.2775
20140108	21	2293074	176.2871
20140108	22	1521535	176.2295
20140108	23	1650680	176.1526
20140108	24	4082991	175.8547
20140108	25	4466061	176.2103
20140108	26	10671298	176.3640
20140109	1	4294634	176.7292
20140109	2	2912420	176.8637
20140109	3	5583923	176.5851
20140109	4	3223941	176.4217
20140109	5	4254775	176.0853
20140109	6	4745896	175.9796
20140109	7	5071128	175.7586
20140109	8	3942475	175.9124
20140109	9	2312372	176.0469
20140109	10	1232964	176.0229
20140109	11	1659472	176.0661
20140109	12	1443393	176.1478
20140109	13	2352545	176.3448
20140109	14	1620390	176.4217
20140109	15	1680566	176.2968
20140109	16	1841153	176.3544
20140109	17	1808659	176.2487
20140109	18	1452678	176.1238
20140109	19	2559197	176.0469
20140109	20	1230689	176.1142
20140109	21	1718918	176.2487
20140109	22	2104282	176.2583
20140109	23	2036512	176.4378
20140109	24	2882812	176.5264
20140109	25	2943750	176.5178
20140109	26	7547766	176.4793
20140110	1	7015853	176.5947
20140110	2	5429912	176.5178
20140110	3	6491418	176.1430
20140110	4	3879959	176.3544
20140110	5	2406085	176.1142
20140110	6	2316872	176.3448
20140110	7	1678734	176.2007
20140110	8	3075241	176.0661
20140110	9	3137035	176.0085
20140110	10	2433299	176.0277
20140110	11	1841378	176.1334
20140110	12	2133533	176.2487
20140110	13	2489447	176.5370
20140110	14	2299420	176.2871
20140110	15	1488480	176.4217
20140110	16	649345	176.4265
20140110	17	940129	176.5178
20140110	18	2170883	176.2775
20140110	19	1295955	176.3929
20140110	20	1427805	176.3736
20140110	21	1205072	176.4313
20140110	22	1630422	176.3736
20140110	23	3661146	176.7292
20140110	24	2316614	176.7773
20140110	25	3968969	176.8157
20140110	26	8748845	176.9310
20140113	1	4950654	176.7100
20140113	2	3340393	176.6379
20140113	3	3157077	176.8397
20140113	4	3142937	176.9406
20140113	5	1902956	176.8830
20140113	6	1136714	176.8349
20140113	7	2961322	176.7675
20140113	8	1512789	176.7196
20140113	9	1273367	176.7677
20140113	10	1117170	176.7484
20140113	11	2372400	176.5632
20140113	12	2556543	176.2775
20140113	13	3766281	176.1718
20140113	14	3828398	175.8355
20140113	15	4683022	175.7394
20140113	16	3724549	175.7586
20140113	17	2752472	175.5952
20140113	18	3326133	175.6625
20140113	19	2918642	175.5577
20140113	20	4720515	175.2983
20140113	21	4180958	175.1916
20140113	22	7021765	174.9802
20140113	23	11472549	174.6823
20140113	24	7749438	174.6534
20140113	25	8247793	174.3459
20140113	26	18805760	174.6006
20140114	1	7930720	175.1339
20140114	2	5556144	175.0955
20140114	3	5315125	175.3406
20140114	4	2946194	175.4030
20140114	5	3627875	175.5472
20140114	6	2812696	175.7490
20140114	7	2556905	175.7346
20140114	8	4826473	175.9231
20140114	9	2600708	175.8931
20140114	10	1344956	175.9844
20140114	11	1185088	176.0373
20140114	12	3299903	176.2487
20140114	13	2934280	176.3448
20140114	14	1692487	176.2103
20140114	15	2716879	176.2391
20140114	16	2111906	176.1910
20140114	17	2344167	176.2775
20140114	18	1938661	176.2007
20140114	19	3724981	176.1046
20140114	20	2139483	176.3352
20140114	21	1726727	176.3256
20140114	22	2232867	176.3160
20140114	23	1063012	176.3640
20140114	24	2653073	176.5658
20140114	25	3111701	176.4505
20140114	26	8182412	176.5178
20140115	1	5809446	177.0175
20140115	2	3773511	177.0656
20140115	3	6999303	177.3587
20140115	4	3328224	177.4211
20140115	5	3028843	177.2674
20140115	6	2102090	177.3346
20140115	7	4475914	177.5941
20140115	8	4425971	177.3250
20140115	9	2371629	177.3827
20140115	10	1094462	177.4115
20140115	11	2304802	177.5076
20140115	12	1278882	177.5461
20140115	13	2214471	177.3635
20140115	14	935399	177.4548
20140115	15	813978	177.4884
20140115	16	1601731	177.3154
20140115	17	2535148	177.2962
20140115	18	2014714	177.2578
20140115	19	2508667	177.3442
20140115	20	2381555	177.4725
20140115	21	1546504	177.5109
20140115	22	1124275	177.5941
20140115	23	2017946	177.5316
20140115	24	2786794	177.4211
20140115	25	3083915	177.5076
20140115	26	9005992	177.4884
20140116	1	6044931	176.9310
20140116	2	3328511	177.1136
20140116	3	2849073	177.0752
20140116	4	1982720	177.1232
20140116	5	1567586	176.9887
20140116	6	3505785	176.7773
20140116	7	2917649	176.9099
20140116	8	1442365	176.9358
20140116	9	2536686	177.0367
20140116	10	1589622	177.0848
20140116	11	1897213	176.8830
20140116	12	1282160	177.0271
20140116	13	789687	177.0944
20140116	14	729279	177.0944
20140116	15	1280256	177.0656
20140116	16	2636640	177.2289
20140116	17	833127	177.0752
20140116	18	836544	177.0848
20140116	19	787722	177.1232
20140116	20	1423428	177.0752
20140116	21	1078442	177.1328
20140116	22	1566472	177.1424
20140116	23	1619346	177.1232
20140116	24	1708697	177.0944
20140116	25	2170455	177.0511
20140116	26	9865983	177.2289
20140117	1	6602962	176.9695
20140117	2	5237310	176.8061
20140117	3	3181780	176.9070
20140117	4	2663010	176.8926
20140117	5	2267063	176.9599
20140117	6	1776624	177.0367
20140117	7	1943722	177.0752
20140117	8	1297876	177.0752
20140117	9	1477745	177.0463
20140117	10	760370	177.0944
20140117	11	1523653	177.1953
20140117	12	1290514	177.2193
20140117	13	731528	177.1713
20140117	14	1078821	177.0463
20140117	15	1804624	176.8637
20140117	16	2433102	176.8445
20140117	17	1224776	176.7873
20140117	18	1494567	176.9214
20140117	19	1325869	176.9214
20140117	20	952761	176.8926
20140117	21	1993774	176.7965
20140117	22	1707138	176.7869
20140117	23	4371768	176.5466
20140117	24	3242302	176.4313
20140117	25	8041058	176.2871
20140117	26	15494089	176.4467
20140121	1	5288262	177.3635
20140121	2	3532913	177.3827
20140121	3	4370156	176.9792
20140121	4	4844984	176.8349
20140121	5	2626361	176.8445
20140121	6	1863303	176.8349
20140121	7	6378104	176.0950
20140121	8	3789734	176.1910
20140121	9	2050360	176.2679
20140121	10	2395643	176.2103
20140121	11	3190969	176.0950
20140121	12	2661016	176.4217
20140121	13	1589748	176.5466
20140121	14	821535	176.5755
20140121	15	1496483	176.6706
20140121	16	905711	176.6956
20140121	17	2903838	176.9695
20140121	18	1727285	176.8734
20140121	19	1215857	176.9406
20140121	20	1362583	176.8157
20140121	21	1676159	176.9695
20140121	22	1750342	176.8734
20140121	23	1768270	176.7965
20140121	24	1414355	176.7677
20140121	25	3273136	176.9791
20140121	26	8542974	176.9983
20140122	1	4779605	177.0800
20140122	2	3231885	177.0752
20140122	3	2650845	176.9695
20140122	4	3133633	177.2193
20140122	5	2128840	176.9887
20140122	6	3078433	176.8147
20140122	7	2613785	176.9070
20140122	8	1634346	176.9214
20140122	9	1877804	176.9117
20140122	10	1420248	176.9214
20140122	11	1482361	177.1424
20140122	12	1545303	177.1617
20140122	13	907466	177.1040
20140122	14	1527938	177.1809
20140122	15	1675026	177.2722
20140122	16	991100	177.2482
20140122	17	1268522	177.1040
20140122	18	1928528	177.0560
20140122	19	653383	177.0944
20140122	20	1130170	177.1809
20140122	21	1010921	177.1905
20140122	22	1756221	177.1521
20140122	23	1404343	177.2193
20140122	24	1738448	177.2289
20140122	25	2740890	177.2203
20140122	26	6145310	177.1136
20140123	1	10000215	175.9221
20140123	2	5240033	175.7009
20140123	3	5571019	175.4895
20140123	4	4172352	175.5279
20140123	5	4114399	175.5279
20140123	6	3370022	175.3982
20140123	7	3759133	175.3838
20140123	8	3491938	175.5472
20140123	9	3025757	175.5472
20140123	10	2321593	175.5952
20140123	11	2145589	175.3838
20140123	12	3227673	175.2637
20140123	13	3288190	175.4511
20140123	14	2215649	175.3550
20140123	15	2589942	175.0811
20140123	16	2123444	175.1147
20140123	17	3339498	174.9321
20140123	18	3233265	174.7784
20140123	19	2860612	174.9465
20140123	20	3680752	175.0571
20140123	21	2087167	175.0955
20140123	22	4241717	175.2973
20140123	23	2668644	175.2397
20140123	24	2368489	175.2781
20140123	25	5417803	175.4799
20140123	26	10211181	175.6625
20140124	1	10151753	173.9903
20140124	2	8362797	174.2402
20140124	3	6195206	174.3459
20140124	4	7331015	174.1585
20140124	5	13200474	173.5291
20140124	6	6469262	173.6059
20140124	7	7200427	173.3080
20140124	8	7670232	172.9717
20140124	9	7500614	173.2118
20140124	10	4657470	173.5483
20140124	11	4548353	173.4330
20140124	12	2679772	173.3657
20140124	13	3409574	173.1927
20140124	14	3139385	173.3272
20140124	15	2483771	173.4041
20140124	16	3170609	173.1831
20140124	17	2562902	173.1062
20140124	18	3198247	173.0966
20140124	19	6697594	172.6161
20140124	20	5099499	172.5969
20140124	21	3613651	172.7708
20140124	22	2948142	172.6738
20140124	23	5015713	172.4816
20140124	24	7403190	172.3566
20140124	25	9048543	172.3086
20140124	26	25718514	171.9386
20140127	1	11466217	172.4335
20140127	2	5799444	172.3038
20140127	3	7611078	171.8290
20140127	4	8231259	171.2419
20140127	5	9574131	171.5878
20140127	6	6002029	171.3764
20140127	7	4832285	171.3716
20140127	8	4547427	171.3956
20140127	9	5365529	171.3380
20140127	10	5352853	170.8767
20140127	11	6764824	170.7517
20140127	12	8270083	170.5788
20140127	13	5282667	170.8190
20140127	14	4648452	170.6556
20140127	15	6058754	171.1025
20140127	16	4862700	171.1554
20140127	17	4666580	171.5302
20140127	18	6554321	171.4893
20140127	19	5363491	171.8377
20140127	20	4219791	171.8185
20140127	21	5126139	172.0779
20140127	22	3503220	172.1933
20140127	23	3157372	172.2317
20140127	24	4405099	171.7944
20140127	25	6885150	171.5974
20140127	26	12702626	171.0689
20140128	1	7920866	171.7704
20140128	2	5167307	171.9338
20140128	3	7053167	171.8761
20140128	4	4297600	171.9530
20140128	5	3991825	172.0683
20140128	6	2790757	172.0779
20140128	7	3848896	172.0011
20140128	8	4943798	171.7608
20140128	9	4263612	171.5686
20140128	10	3900903	171.6263
20140128	11	3233071	171.6743
20140128	12	1397045	171.8377
20140128	13	2327015	171.9530
20140128	14	1260047	171.8665
20140128	15	1191448	171.9530
20140128	16	1651014	172.0011
20140128	17	1976479	171.9914
20140128	18	1391720	171.8857
20140128	19	1598310	172.0011
20140128	20	1858254	172.0011
20140128	21	2169187	172.0395
20140128	22	1690845	172.1164
20140128	23	1978866	172.0683
20140128	24	1856269	172.1068
20140128	25	3914238	172.1356
20140128	26	10687473	172.0876
20140129	1	15489931	171.1650
20140129	2	9968048	171.0497
20140129	3	8372331	171.0112
20140129	4	6750629	170.8815
20140129	5	4882521	171.3187
20140129	6	5229116	171.1842
20140129	7	2749046	171.3859
20140129	8	5144727	171.5542
20140129	9	3540460	171.3159
20140129	10	2344866	171.5302
20140129	11	2497759	171.2178
20140129	12	3020384	171.0881
20140129	13	4326027	171.0785
20140129	14	1633069	171.0881
20140129	15	2222106	171.0775
20140129	16	2370329	170.9728
20140129	17	3393697	170.8142
20140129	18	3675758	171.0881
20140129	19	17238152	170.6460
20140129	20	13531266	170.8190
20140129	21	8259404	171.1554
20140129	22	6227230	170.3577
20140129	23	7403391	170.1559
20140129	24	7180587	170.2712
20140129	25	9277136	170.5307
20140129	26	16480486	170.3673
20140130	1	9389030	171.6935
20140130	2	5377292	171.5301
20140130	3	6626521	171.5013
20140130	4	3960631	171.6263
20140130	5	3298059	171.8473
20140130	6	2463294	171.8089
20140130	7	2405037	171.8185
20140130	8	3629111	172.0203
20140130	9	4762387	172.2221
20140130	10	5248760	172.5488
20140130	11	2530226	172.5056
20140130	12	2149834	172.4047
20140130	13	2833687	172.7074
20140130	14	1914701	172.6930
20140130	15	1898979	172.5287
20140130	16	1757348	172.5008
20140130	17	2429491	172.4623
20140130	18	1755288	172.3951
20140130	19	2700970	172.1452
20140130	20	2012803	172.3681
20140130	21	2535856	172.4720
20140130	22	1744107	172.3903
20140130	23	3122617	172.6353
20140130	24	3048009	172.5873
20140130	25	4367458	172.4912
20140130	26	13707846	172.2413
20140131	1	11356996	170.4731
20140131	2	9276621	170.5019
20140131	3	6939053	170.8382
20140131	4	5819054	170.3962
20140131	5	4710240	170.5115
20140131	6	7768304	170.9536
20140131	7	7034613	171.3764
20140131	8	4421299	171.6070
20140131	9	4561156	171.5494
20140131	10	2697700	171.6359
20140131	11	3804628	171.6839
20140131	12	3668519	171.6551
20140131	13	4953321	171.4245
20140131	14	2342763	171.5782
20140131	15	2570508	171.4922
20140131	16	2301336	171.4052
20140131	17	2974458	171.5974
20140131	18	3768199	172.0491
20140131	19	4058713	171.9722
20140131	20	2563929	172.0395
20140131	21	3529915	172.2701
20140131	22	4242012	171.9424
20140131	23	6697233	171.6359
20140131	24	6304872	171.5109
20140131	25	7308848	171.3956
20140131	26	21745934	171.2322
20140203	1	9101050	170.9824
20140203	2	8626964	170.6268
20140203	3	14389778	169.7907
20140203	4	10582894	169.5361
20140203	5	7232293	169.8868
20140203	6	6465894	169.5984
20140203	7	7076197	169.0123
20140203	8	7866311	168.9835
20140203	9	6162646	168.9162
20140203	10	9235881	168.5654
20140203	11	7682308	168.5126
20140203	12	7024936	168.5751
20140203	13	4765875	168.7048
20140203	14	3998164	168.4646
20140203	15	7001053	168.2339
20140203	16	5936151	167.8399
20140203	17	7994879	167.8447
20140203	18	7497603	167.6669
20140203	19	6059775	167.9504
20140203	20	6810955	167.9520
20140203	21	6065588	167.5420
20140203	22	6626964	167.2633
20140203	23	7739864	167.5372
20140203	24	9276049	167.5756
20140203	25	11804645	167.3979
20140203	26	30883362	167.4267
20140204	1	14932475	167.5996
20140204	2	10285024	168.3204
20140204	3	7860192	168.2051
20140204	4	7258473	168.0994
20140204	5	5258114	168.1955
20140204	6	4805565	167.9744
20140204	7	6785310	168.3781
20140204	8	3830423	168.2627
20140204	9	3934372	168.5318
20140204	10	4163837	168.7336
20140204	11	4643522	168.6616
20140204	12	3238259	168.6808
20140204	13	2939488	168.8297
20140204	14	2076405	168.7913
20140204	15	3685976	168.5606
20140204	16	2026966	168.6981
20140204	17	2351297	168.6856
20140204	18	5256257	168.2722
20140204	19	4030913	168.4549
20140204	20	2499248	168.5174
20140204	21	3179619	168.6375
20140204	22	2429942	168.6856
20140204	23	2980601	168.7144
20140204	24	6218324	168.1272
20140204	25	8510023	168.6760
20140204	26	17788318	168.5222
20140205	1	10234085	168.0129
20140205	2	8889960	167.7246
20140205	3	15992831	167.5708
20140205	4	12076647	167.2729
20140205	5	8597437	167.5420
20140205	6	5313363	167.5132
20140205	7	5352119	167.4363
20140205	8	4756725	167.9360
20140205	9	4082632	167.9985
20140205	10	5769425	168.3108
20140205	11	3213036	168.2627
20140205	12	3681060	168.1955
20140205	13	2461285	168.2531
20140205	14	2132590	168.3492
20140205	15	4060929	168.6183
20140205	16	3052739	168.4549
20140205	17	1817608	168.4933
20140205	18	2395824	168.5654
20140205	19	3142961	168.4069
20140205	20	1945709	168.5510
20140205	21	2908075	168.3675
20140205	22	2751069	168.1860
20140205	23	3069332	168.4165
20140205	24	4254950	168.5693
20140205	25	4090820	168.5318
20140205	26	11961356	168.3204
20140206	1	9154227	169.1949
20140206	2	4733144	169.5601
20140206	3	4396529	169.6176
20140206	4	4684719	169.7715
20140206	5	5920388	170.0694
20140206	6	6774481	170.0022
20140206	7	3190776	170.0790
20140206	8	3364976	169.9253
20140206	9	3718930	170.0502
20140206	10	4086625	169.9829
20140206	11	1927460	170.1175
20140206	12	2249411	170.1550
20140206	13	1017081	170.2184
20140206	14	1580519	170.0406
20140206	15	1126466	170.0790
20140206	16	2594894	169.8580
20140206	17	1243975	169.9253
20140206	18	1131913	169.9541
20140206	19	1846406	170.1799
20140206	20	4596917	170.4058
20140206	21	2391968	170.3193
20140206	22	2572331	170.3769
20140206	23	3769857	170.3216
20140206	24	2364860	170.3769
20140206	25	4658824	170.4442
20140206	26	14597105	170.5595
20140207	1	13862983	171.6839
20140207	2	9060447	171.5494
20140207	3	9126323	171.0977
20140207	4	7261988	170.8959
20140207	5	4588934	170.9247
20140207	6	4668721	171.3380
20140207	7	2984977	171.4245
20140207	8	3172624	171.4821
20140207	9	3548847	171.7031
20140207	10	4729397	171.9482
20140207	11	2919574	171.8194
20140207	12	1761864	171.8665
20140207	13	1941431	171.8377
20140207	14	1403646	171.9001
20140207	15	2894654	172.0491
20140207	16	1580752	172.0395
20140207	17	3598487	172.2509
20140207	18	5282087	172.3758
20140207	19	2919791	172.3297
20140207	20	2801363	172.3951
20140207	21	3033416	172.4335
20140207	22	3244562	172.4335
20140207	23	4206868	172.5104
20140207	24	4147876	172.5632
20140207	25	5995157	172.7410
20140207	26	17572340	172.7314
20140210	1	8279343	172.7603
20140210	2	4066471	172.7026
20140210	3	3097931	172.6449
20140210	4	2927713	172.6834
20140210	5	2400772	172.4527
20140210	6	3233126	172.3662
20140210	7	2503234	172.3758
20140210	8	2640492	172.5392
20140210	9	1731306	172.6449
20140210	10	2063185	172.6545
20140210	11	1444077	172.5969
20140210	12	1341613	172.5681
20140210	13	1375790	172.6545
20140210	14	1227652	172.6545
20140210	15	989786	172.5488
20140210	16	1017829	172.6929
20140210	17	1018919	172.7080
20140210	18	1123202	172.7122
20140210	19	1493319	172.8179
20140210	20	1804481	172.8487
20140210	21	2926244	172.9332
20140210	22	1549325	172.9332
20140210	23	1464452	172.8563
20140210	24	2081136	172.7795
20140210	25	2922152	172.8948
20140210	26	6660546	172.9909
20140211	1	6086451	173.4810
20140211	2	5445792	173.4522
20140211	3	3889097	173.5387
20140211	4	4203262	173.7405
20140211	5	3498697	173.7693
20140211	6	4454920	173.7020
20140211	7	3926773	173.7693
20140211	8	6281078	174.3267
20140211	9	4783671	174.3747
20140211	10	2844254	174.4036
20140211	11	2934742	174.2883
20140211	12	2144082	174.3555
20140211	13	2021835	174.4132
20140211	14	1440047	174.4997
20140211	15	4222448	174.8552
20140211	16	2846022	174.8072
20140211	17	1846431	174.8649
20140211	18	2949347	174.7207
20140211	19	2620508	174.6909
20140211	20	2542790	174.7976
20140211	21	2961267	174.9898
20140211	22	3327009	175.0744
20140211	23	3314606	175.2204
20140211	24	3905742	175.0955
20140211	25	4603581	175.0907
20140211	26	12707665	174.8841
20140212	1	7178692	175.4799
20140212	2	6588781	175.6625
20140212	3	5402133	175.3540
20140212	4	5232229	175.1820
20140212	5	4718582	174.9706
20140212	6	3538725	174.9513
20140212	7	2656667	175.1897
20140212	8	3098347	174.8072
20140212	9	2869257	174.7495
20140212	10	3009704	174.8072
20140212	11	2372645	174.9610
20140212	12	1645082	175.0378
20140212	13	1019111	175.0090
20140212	14	2025598	175.0474
20140212	15	1093073	175.0571
20140212	16	2609480	175.2012
20140212	17	1841471	175.1628
20140212	18	1884462	175.1435
20140212	19	2122626	174.9706
20140212	20	1316342	174.9995
20140212	21	2332926	174.8504
20140212	22	3148972	174.7784
20140212	23	3453322	174.7880
20140212	24	1667490	174.8264
20140212	25	3492324	174.9802
20140212	26	8330568	174.9706
20140213	1	6952329	174.2306
20140213	2	4970162	174.4804
20140213	3	5247996	174.7207
20140213	4	4958135	174.8072
20140213	5	3045659	174.8600
20140213	6	5086452	175.2300
20140213	7	2666278	175.2299
20140213	8	3718594	175.3944
20140213	9	2588873	175.3838
20140213	10	1930340	175.3357
20140213	11	2008680	175.2541
20140213	12	1282419	175.3357
20140213	13	1267241	175.4319
20140213	14	1755908	175.4703
20140213	15	2178284	175.6337
20140213	16	2219553	175.7970
20140213	17	2593984	175.8547
20140213	18	2381420	175.9316
20140213	19	2835438	176.0421
20140213	20	3772370	175.7865
20140213	21	1784446	175.9124
20140213	22	2538753	175.9892
20140213	23	2033798	175.9124
20140213	24	2496382	175.8739
20140213	25	4051659	175.9556
20140213	26	10333859	175.8739
20140214	1	5806795	175.6817
20140214	2	4497170	176.0277
20140214	3	4625223	176.2252
20140214	4	4273410	176.3929
20140214	5	3709359	176.4217
20140214	6	2242100	176.3256
20140214	7	2326206	176.3160
20140214	8	1898853	176.3640
20140214	9	2075718	176.4986
20140214	10	1338273	176.4505
20140214	11	1129604	176.4217
20140214	12	837608	176.4409
20140214	13	2431301	176.5082
20140214	14	1839402	176.4890
20140214	15	721474	176.5178
20140214	16	1869049	176.6812
20140214	17	1765033	176.7677
20140214	18	2240446	176.8445
20140214	19	1984016	176.9118
20140214	20	2213864	176.9647
20140214	21	1908786	177.0271
20140214	22	2573187	177.0944
20140214	23	2936584	176.9439
20140214	24	2865556	176.9599
20140214	25	3248621	176.8445
20140214	26	10656505	176.8349
20140218	1	6548653	177.1569
20140218	2	4728268	176.7869
20140218	3	5606948	176.6523
20140218	4	3361632	176.9983
20140218	5	2769878	177.0367
20140218	6	1849135	177.0271
20140218	7	2510383	177.1328
20140218	8	2019788	177.2578
20140218	9	1931714	177.2385
20140218	10	1609059	177.0367
20140218	11	1092785	177.1136
20140218	12	1395494	177.1328
20140218	13	942137	177.2097
20140218	14	1662812	177.1617
20140218	15	542697	177.1905
20140218	16	1284044	177.1328
20140218	17	1312032	177.1040
20140218	18	1997570	177.0560
20140218	19	1090241	177.1280
20140218	20	1839631	177.0752
20140218	21	1478271	177.2045
20140218	22	1546710	177.1626
20140218	23	1490187	177.1809
20140218	24	1643045	177.2482
20140218	25	1921449	177.1665
20140218	26	8673999	177.0560
20140219	1	5918311	176.9887
20140219	2	3545476	177.2581
20140219	3	4875660	177.4596
20140219	4	5015732	177.6806
20140219	5	3590255	177.5268
20140219	6	3272637	177.4692
20140219	7	2865850	177.3539
20140219	8	1874474	177.4019
20140219	9	2781862	177.4596
20140219	10	2338305	176.9214
20140219	11	5660339	176.9262
20140219	12	5572120	176.5562
20140219	13	2866385	176.6908
20140219	14	1600100	176.7100
20140219	15	2298402	176.9599
20140219	16	1709713	177.0079
20140219	17	1543533	176.9214
20140219	18	1311563	176.8253
20140219	19	5118718	176.9983
20140219	20	4038930	176.9214
20140219	21	2822321	176.6514
20140219	22	2912652	176.6812
20140219	23	3825377	176.4217
20140219	24	5478883	176.0853
20140219	25	5615213	176.0094
20140219	26	14046413	175.8835
20140220	1	7423175	176.0661
20140220	2	4342856	175.6721
20140220	3	8948665	176.1910
20140220	4	3801643	176.2103
20140220	5	5045400	176.5274
20140220	6	2629355	176.5370
20140220	7	3526633	176.6043
20140220	8	2287800	176.4697
20140220	9	2663601	176.5610
20140220	10	1603502	176.5851
20140220	11	1257295	176.6043
20140220	12	3296551	176.9983
20140220	13	2904839	177.0367
20140220	14	1421660	176.9599
20140220	15	1250293	177.0367
20140220	16	1045823	176.9883
20140220	17	1519765	176.9791
20140220	18	1334884	177.0271
20140220	19	2167165	177.0463
20140220	20	2401331	177.0127
20140220	21	1685558	177.0847
20140220	22	2416537	177.1521
20140220	23	2603983	177.1905
20140220	24	2239970	177.1338
20140220	25	3922984	177.1953
20140220	26	9914954	176.8830
20140221	1	6292551	177.1232
20140221	2	4583370	177.4019
20140221	3	4714040	177.3923
20140221	4	4471633	177.1713
20140221	5	4130174	177.5076
20140221	6	1873663	177.5461
20140221	7	3588863	177.4106
20140221	8	2125339	177.4980
20140221	9	2251619	177.5461
20140221	10	1212917	177.4788
20140221	11	1339349	177.4644
20140221	12	1461214	177.4500
20140221	13	1564806	177.3251
20140221	14	1906616	177.3346
20140221	15	1319712	177.4788
20140221	16	725601	177.4115
20140221	17	1799749	177.2674
20140221	18	1367683	177.2626
20140221	19	1939785	177.0463
20140221	20	2381504	176.9791
20140221	21	4851357	176.9599
20140221	22	2381645	176.9695
20140221	23	1562072	177.0463
20140221	24	2655856	177.1809
20140221	25	4303523	176.9118
20140221	26	15228768	176.7773
20140224	1	6733620	177.6326
20140224	2	9046831	178.1803
20140224	3	5283652	178.0170
20140224	4	2556095	178.0842
20140224	5	4116523	178.3629
20140224	6	2740449	178.3235
20140224	7	2609646	178.4206
20140224	8	2698054	178.5455
20140224	9	3773400	178.7521
20140224	10	2751828	178.7858
20140224	11	2490660	178.7858
20140224	12	1598323	178.8050
20140224	13	2094527	178.7089
20140224	14	1370937	178.6800
20140224	15	1587947	178.6320
20140224	16	1298149	178.6608
20140224	17	2077983	178.5551
20140224	18	1260894	178.5071
20140224	19	2292326	178.5840
20140224	20	667758	178.5840
20140224	21	1394283	178.6128
20140224	22	1881017	178.4706
20140224	23	4788245	178.2284
20140224	24	4569034	178.0362
20140224	25	5639973	178.1611
20140224	26	15215589	177.6998
20140225	1	7688276	177.5461
20140225	2	5375600	177.2674
20140225	3	6096995	177.3923
20140225	4	5587661	177.4404
20140225	5	3122539	177.7190
20140225	6	2181289	177.8151
20140225	7	3243962	178.0439
20140225	8	3466232	178.3149
20140225	9	3952533	178.1419
20140225	10	3595350	177.8055
20140225	11	3067439	177.8344
20140225	12	2359264	177.8248
20140225	13	2324398	177.7950
20140225	14	1598983	177.9209
20140225	15	1821080	178.0170
20140225	16	1157322	178.0458
20140225	17	1791778	177.9209
20140225	18	1715085	177.8632
20140225	19	3467364	177.7671
20140225	20	2574147	177.8344
20140225	21	1572833	177.7575
20140225	22	2502384	177.6950
20140225	23	3422372	177.4307
20140225	24	4910220	177.3250
20140225	25	4050849	177.3923
20140225	26	15318126	177.6326
20140226	1	4516125	177.7287
20140226	2	5131972	177.4500
20140226	3	6757056	177.7575
20140226	4	3945643	178.1611
20140226	5	3768737	178.1515
20140226	6	2792709	178.0362
20140226	7	2356808	178.1323
20140226	8	1850641	178.2860
